,CXL7,CXL8,CXL93,CXL94,CXL95,CXL96,CXL69,CXL70,CXL41,CXL42,CXL73,CXL74,CXL77,CXL78,CXL53,CXL54,CXL19,CXL20,CXL33,CXL34,CXL29,CXL30,CXL35,CXL36,CXL79,CXL80,CXL15,CXL16,CXL3,CXL4,CXL13,CXL14,CXL57,CXL58,CXL23,CXL24,CXL55,CXL56,CXL65,CXL66,CXL47,CXL48,CXL97,CXL39,CXL40,CXL63,CXL64,CXL45,CXL46,CXL17,CXL18,CXL10,CXL9,CXL87,CXL88,CXL49,CXL50,CXL75,CXL76,CXL71,CXL72,CXL5,CXL6,CXL11,CXL12,CXL1,CXL2,CXL43,CXL44,CXL25,CXL26,CXL67,CXL68,CXL91,CXL92,CXL61,CXL62,CXL59,CXL60,CXL31,CXL32,CXL21,CXL22,CXL89,CXL90,CXL85,CXL86,CXL81,CXL82,CXL51,CXL52,CXL83,CXL84,CXL27,CXL28,CXL37,CXL38
RP11-54O7.18,0.0,0.030722218704721,0.0,0.0,0.0,0.0,0.0,0.0,0.0345818630914037,0.0,0.0,0.0,0.0,0.0,0.0,0.0708262134694975,0.0,0.0,0.0387323741738103,0.1247192117967614,0.0,0.0,0.0,0.0303863401801573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0353475097640541,0.0699568483867399,0.0690316125157032,0.0,0.0,0.0,0.0,0.0,0.0,0.1103440833059796,0.0266330334124338,0.0,0.0,0.0,0.0,0.0,0.0325885308788021,0.0272167940662111,0.0268478256297876,0.0,0.0746585440691189,0.0886079634174111,0.0,0.0385212085929626,0.0,0.0,0.0,0.0,0.0,0.0355524928457665,0.0824768291538502,0.0327264709390882,0.0,0.0,0.0,0.0,0.0,0.0444720882411285,0.0262781144980535,0.0718437327672645,0.0,0.0,0.0297536424277772,0.0320302716334261,0.030285608777316,0.0,0.0,0.0,0.0,0.0363153549012114,0.0,0.0590739087845222,0.0,0.0,0.0644132697985166,0.0,0.0,0.0298186554868085,0.0,0.0,0.0,0.0,0.0,0.0410418063517534
RNF223,0.4150574708047673,0.4418862971109633,0.0692385947672091,0.1080605090543335,0.0829824289590195,0.2221660090119309,0.6150071939221103,0.2806161955470044,0.2713094432439156,0.5284514134609604,0.4053573219678038,0.4187592436599494,0.261680628303016,0.0747436591451011,0.3707980357907381,0.6637071586611939,0.2670818917794375,0.4300628168331507,0.2194630896273152,0.475647730058233,0.1264120702015893,0.3776467037337834,0.2129891346934124,0.3973229654471668,0.4180628563741332,0.1383779384757199,0.1988928446582012,0.5882346387550567,0.4244547342273722,0.3060149983539497,0.4040587320011406,0.3463254998331627,0.3083977707535274,0.2619098081518481,0.2439294524189591,0.3760988878517221,0.3150581400683027,0.2361395751354225,0.3324195099780338,0.148304327909245,0.5881848658645443,0.4743438704903301,0.4969738164879715,0.1857311015680982,0.2171388464861667,0.322473083339081,0.2014844602377709,0.2900630221923949,0.2275359548484148,0.3693024156475828,0.3202910102965323,0.7021087522742592,0.3390819857650105,0.3579449334207661,0.8496488100981837,0.2164827983765316,0.3861639769937013,0.2042227122290032,0.4482626705641824,0.4182345199341278,0.2805729131777861,0.4017384270543765,0.247932841801392,0.5571955921200838,0.3851296524866519,0.3451247805443017,0.5610504061827876,0.1341738442347439,0.0449598996549424,0.2336782595613789,0.1550677650973523,0.3550584986779591,2.5990282442256496,0.2863146286259496,0.3347119703792557,0.6224799892145702,0.3350548288215804,0.7524110786301347,0.2888114335632865,0.3012713526596914,0.2349698779498934,0.24470476673385,0.3482226302251809,0.2660339628282772,0.2960994266021263,0.3375420439990992,0.306360297653898,0.182487331392906,0.2036817020515108,0.5394515235147663,0.3379134071307426,0.2762290668847296,0.2180250342073979,0.3521932827356895,0.3219618639028009,0.2418296914646949,0.4650973155129834
C1orf159,1.5787359083507482,2.320465409740442,1.5039779315485813,1.6190205937081372,1.547867755862609,1.27781527132818,1.5727335185287497,1.489844996735216,1.528193425725206,1.2271794098756263,1.9283887167316416,1.4713301997066932,1.2554997267253665,1.5336093620894655,1.9420908367629284,1.7924678387344517,2.1996551138489258,1.134031879011492,1.1376853771875792,1.0957417242688237,1.0648847217108273,1.09246713324297,0.8742161028346818,1.020042812147058,1.7553947736432896,1.1323789339256982,2.0344831506416567,1.9511255408266464,1.4201673614586374,2.0787507786251123,2.2622531361914104,1.540966543663988,1.6915009455825838,2.016267357412907,1.6007580933328056,2.086502872786606,1.4612926782905389,1.3924540413458442,1.6501615757103134,1.5129549368425106,1.2689173647312213,1.5278185569013338,1.8858389127236543,1.7776180657614629,1.906364292245794,1.91481648621854,1.5396829265509149,1.367177781602178,1.2823929294547405,1.4742933840543817,1.7987364804758086,1.883488355614564,1.9800033869244216,1.0817871876272702,2.044963032972789,2.0515871400084005,1.6315578078633088,1.7109025711771109,1.0277390801159003,1.8570417499890688,1.79374497285086,2.032317162108041,2.2424107829415627,1.6925688230270186,1.8281373169918915,1.9186389581790728,1.5577307038313837,1.069719119102147,1.5825856231909097,1.65212229794605,1.3762570755848371,1.8193998818683983,2.472966513257884,1.487030244893104,1.6615415638108482,1.884461674087151,1.8438482736198023,2.414570699659628,1.5336106403273628,1.5046030800055286,1.0199797418070775,1.866494863755643,2.0524264458791377,1.3906502496166984,1.661586839136055,1.6052858255606994,1.1646907303951874,1.3852215293779064,1.3386992630589194,1.7435252675221715,2.4868249277897614,1.1478831702038583,1.1107206393110558,1.3037541059172852,1.4142080656579623,1.6324508291140032,2.104278720191549
LINC01342,0.0348077296944738,0.0157214316705022,0.0325164956166003,0.1268710421119395,0.0730706388333588,0.107404438779406,0.0802293335281106,0.0193802470562963,0.0530895638940254,0.077555137994039,0.178469820921936,0.0351181693757152,0.0323402569871562,0.0877545924036926,0.0791535200980901,0.0181218922735226,0.0195983702995559,0.029701506086298,0.0198204556728942,0.0478667715645903,0.0212024477533882,0.0511598312323116,0.0178617872216432,0.0466486592765748,0.1280443724353623,0.0162465949988159,0.0700544797296107,0.0517973279125979,0.0302025029742035,0.0567290961860829,0.0231412137388186,0.1284037233299557,0.0139262241209213,0.0723532977639527,0.035798905748523,0.1236390269841437,0.1078879649400558,0.018483023535291,0.07505483238108,0.0158291151337476,0.0,0.1965581790136398,0.0376441337698175,0.109031035550161,0.0463521982061377,0.0199266993018495,0.0709673043281925,0.0454073965604883,0.0890480218357374,0.0166764766040289,0.0417828190386834,0.0137387947204283,0.0,0.0382048969341355,0.0680148163639203,0.0211805700880741,0.0,0.0737761820815885,0.0544441634363393,0.101594132428443,0.054902230541579,0.0524078524182046,0.0363864402088152,0.02110286770634,0.0,0.0528524422379437,0.0564612630983947,0.0472590095804597,0.0879770875963994,0.0685888965564416,0.0455152606813524,0.0806835441440236,0.1654401512890619,0.1415387715780516,0.0327480538920443,0.0609031347472278,0.0163907994963643,0.0619920238923333,0.0508629024664232,0.0471619845891959,0.019705145849237,0.0845004477719284,0.0557507948390819,0.0780858946449664,0.1209191861293059,0.015242283183435,0.0653981241456468,0.0164810495873365,0.0183951850570737,0.0542876612552954,0.1068133690061416,0.0202695866209396,0.034130338688269,0.0898915222441331,0.0756014154497687,0.0177453731931268,0.063006773084451
MIR200B,4.572042332841715,0.9177916867104046,0.2372825355805981,1.1109788552505018,1.7773939175681868,2.6871844142492454,2.341829194874582,1.979927942508116,1.5496413244742553,1.4148572471885517,3.038810464346481,0.7688031674143109,0.4719929398125509,2.81763393988074,2.021623688991761,3.702743394265721,2.574272423130859,1.5171850406244185,0.2892715152260249,2.794384502149064,1.2377645174951015,0.0,1.5641132594087657,0.2269394235076614,2.8031335587200963,1.1855623377514362,1.7040278853148565,2.2678830059029367,1.1019832166263472,1.3798969342560723,0.3377366329449209,3.748000572874399,2.642218738618056,1.319958810558599,1.5674115489893918,4.382263581909043,2.0244614270605115,1.3487611768996193,2.190789701934236,2.772234218018516,0.0,1.4343434684779122,1.0988017424703551,1.9890797026042968,1.691228853467191,3.78068727294552,3.1072171084235647,0.6627025443963173,1.0396958225145585,0.7301592459061358,2.8457487561481707,2.4061456699561123,3.961510669072791,1.6727549468459382,1.985297342514432,2.472974669742715,0.5753888634876763,0.5383667341088896,1.3243174889920382,4.695296390611847,2.804465289826612,2.294614078851122,2.124181374352464,2.155914592701771,1.4664996977569806,2.571199892656728,2.1974113205861707,0.4598173905125809,1.0271919416660713,2.0020542778637025,0.0,0.3925145390790339,7.511877139611473,1.8074883667737711,1.9117782812652968,5.110925226760615,2.8706048847686816,2.035684027815812,1.7320880299376546,0.6883100453558343,0.2875886150969739,1.973199645268818,3.2546409960112777,1.4245399698743884,1.3235748751991636,1.5571846063076906,1.1930738864408552,0.9621369488823492,0.8054108052016099,1.0564085433462906,2.895095947579601,0.5916527986652645,1.494355369594489,0.2623860649288217,1.1033720092668975,0.7769595830504229,3.37171380289766
MIR200A,2.79402587006994,0.4588958433552015,0.2372825355805981,2.221957710501,3.1993090516227354,2.2393203452077035,2.049100545515259,0.5656936978594617,0.2582735540790427,1.1318857977508427,2.821752574036016,0.2562677224714366,0.7079894097188284,1.2807426999457874,1.7328203048500828,1.0579266840759205,1.7161816154205738,1.083703600446014,0.0,0.6985961255372659,0.9283233881213272,0.7466569963634679,1.3034277161739711,0.6808182705229849,0.6229185686044656,0.7113374026508631,2.0448334623778286,1.511922003935292,1.1019832166263472,1.6558763211072869,1.1820782153072231,2.498667048582925,3.048713929174681,2.6399176211172035,0.7837057744946974,3.3511427391069164,2.474341744185077,2.158017883039389,3.505263523094774,3.00325373618672,0.983280698637102,0.9562289789852754,0.8241013068527673,1.9890797026042968,1.691228853467191,3.4898651750266407,0.3452463453803964,2.982161449783429,0.2599239556286396,1.2169320765102238,2.4392132195555773,2.807169948282128,2.112805690172151,1.1151699645639597,0.9926486712572176,1.2364873348713594,0.2876944317438386,0.0,0.2648634977984078,2.965450351965376,3.6057410869199313,1.2747855993617347,3.186272061528705,1.8479267937443768,5.1327489421494334,2.828319881922404,3.0214405658059955,0.2299086952562908,1.0271919416660713,1.334702851909136,0.6642767775116312,1.1775436172371032,4.829063875464528,1.0328504952992994,1.6728059961071344,3.555426244703037,1.9137365898457823,2.9404324846228422,1.9795291770716057,0.3441550226779177,0.5751772301939467,4.193049246196241,2.9834209130103395,1.7094479638492666,2.647149750398332,2.447004381340665,1.1930738864408552,1.2026711861029356,2.1477621472042867,1.584612815019435,3.5631950124056657,0.8874791979978993,0.4981184565314956,1.3119303246441072,1.6550580139003452,1.812905693784315,0.6130388732541178
MIR429,4.415968598588078,0.920556119501699,1.5866482800871258,1.4857669028048832,4.278594032893042,1.4973768573376738,3.523324345903164,2.647855441185544,3.4540198196112866,1.5137267897631703,8.998749404316863,1.7135974213451417,0.6312194737252166,1.7128004782407462,3.0898482544314705,3.890748437520185,5.355313715589488,1.7391484286675805,1.9342854331378687,3.114223692154068,2.482985447746197,1.6642354738221787,2.789021233644544,0.9104919039524229,3.3322390898841308,0.9513066469186212,5.925089731347806,4.043935962332959,2.652725863637872,2.214485200516976,3.387539119598161,4.594687449276752,3.5335696383928217,2.824393792231412,2.0961768908171394,4.136906513892884,3.00823585547144,4.329035873807944,1.4649256440644511,7.10593770943902,1.3149898499845538,3.1970306225110035,2.571593234636933,3.7241323588518864,7.689997220464049,6.611822876782365,1.3851449760442385,2.215662121325032,0.6952182909585266,2.2784487312010606,5.436800549611821,1.6089287311152292,5.297923906832288,3.7284297008011817,3.5400482733992256,5.374250675359551,4.616975699792695,2.1599532826296444,5.313225588365656,5.618277925862082,6.429514227278887,1.7048337533632782,10.297800969940658,5.354534866211119,2.288092901922026,2.063155576517324,5.142736735227267,1.8448095306107188,1.7171431554959855,3.12368709618492,1.332555222357669,3.412039035488234,7.1757174053087285,3.107884472301192,6.0721993903441644,5.646380986505058,5.438585760600875,3.629894411045073,2.316406883410591,1.3807665367680284,1.1538193834613506,3.958286035388666,2.9017281169257103,3.048172272887846,6.785314571051138,2.0824998951825675,0.9573339859874802,2.5734265379744734,2.8723084137310355,5.651149316213895,5.063063997296282,1.1868697708164642,3.6638712977407137,2.1054110752119897,2.9511877838223,2.4244883374705823,4.919083007075226
RP11-465B22.8,2.3423803508682406,1.2127961574387478,0.3735937794247711,2.290620030835631,2.158804284073704,1.309559983033316,1.5143591526126696,1.5904762021884569,1.0166086703111252,0.7955884216713726,2.6607734699759784,1.1239949043352062,0.6900565472639434,0.8354023811804435,2.7932290830967403,2.825693232923144,1.897884734783741,0.82875327012832,1.1386219216343532,1.702252970534061,0.5916062929364871,0.5877938056478347,1.1140543276234662,1.2761031413044774,1.6813121243792293,1.279974900818573,1.3797964396592006,1.3319312891810904,1.5119611671280615,0.8690414734889288,1.3863626832587128,1.8616588458476864,1.6228918929973388,1.603208330392757,1.0870245240964935,2.6091431660570543,2.074372161331167,0.9404432035889732,1.3058172053170272,2.6760346010305307,0.6911357494219731,1.424897437530486,1.1121610341721198,1.78956714884763,1.940029693916468,2.3221569946289136,1.3977754773455533,1.155197292435525,0.964641792773764,0.90326690906929,3.268965842114626,1.4206498370485527,1.811779043586072,1.5676781416742571,1.3768348844489655,1.7034586155940514,0.9059314020869784,1.7255553833368502,1.9063731391690848,2.3900868844867813,3.1314296538380835,0.8601896749492541,2.9562600206128726,1.627935508774808,1.2919164004049588,1.966303626116811,1.297407747792901,0.9566717440907664,1.4151208132527242,0.9381460015318746,1.0832355353647125,1.2360032294403631,5.008461722915076,1.829463909226949,3.0637844948241,2.7239806316275352,1.8024897440074803,2.162183812050225,1.0852813839340156,0.6579741922930388,0.5821702664273083,3.1067398670189865,2.226642687494035,1.5379835784175782,1.9102658659789336,1.5761169419466914,1.2344144405606918,1.0549875510921192,1.3888644280173648,1.3662669762730906,1.652986743976944,1.0313461399225805,1.2604365199467156,1.0918131394758566,1.9853988738176367,0.9611627668739244,1.7925331187552014
TTLL10-AS1,0.0718426810511649,0.0216325475420841,0.0223712016841277,0.0,0.0782013065657122,0.0281500066045362,0.0827961270413259,0.1333352218199327,0.0162335019834505,0.0533575836142454,0.1364293648044243,0.0241611414447872,0.0,0.0080499682725924,0.0090762105435239,0.0083118531945375,0.0,0.0136230010928094,0.0272727674321252,0.0146364986664092,0.0291743760140054,0.0156434365036513,0.0,0.0,0.0,0.0074517225079507,0.0107104810458634,0.0,0.0069263950761905,0.0260195741283846,0.0424561339262584,0.0098156866645209,0.0574870746554454,0.0746681116505118,0.0164196566570236,0.0405062335613802,0.0282767356743068,0.0254324729279486,0.0963897847340259,0.0871228760475806,0.0077253792149432,0.0150256818611785,0.0258989935052822,0.0250042861822283,0.0956703071695199,0.0731172205413279,0.0217000817311573,0.0208267220917302,0.024505854253776,0.0229466807178881,0.0255523468639739,0.0378089141230362,0.0165997615804861,0.0087615986740231,0.0831891298675354,0.0388590300596604,0.036165438192034,0.0253788395325963,0.0832385284700545,0.077662558764665,0.0566587288573204,0.0400626278395108,0.0500674120653574,0.0096791182571548,0.1536253930266371,0.0484829877833911,0.0431612147128158,0.0361266494527862,0.0,0.0104864111383008,0.0208761954427494,0.0431743766795596,0.0505875887293848,0.0243445084183654,0.0075101709095571,0.0349175673451688,0.0150357277373217,0.0284334877422367,0.0077763214416388,0.0432629756707234,0.0,0.0155029134077603,0.1022834514601504,0.268613708928749,0.0831918522916802,0.0,0.007498935526327,0.0377962915224874,0.0168744053184934,0.2323979156795203,0.034993863814502,0.0929692251583302,0.0078271728022361,0.0247379840377399,0.1040268627083456,0.0244174727402595,0.038531888409517
TTLL10,1.9735267690835925,0.5038194536861955,0.187033761243849,0.4274296026921153,2.1315203851414943,0.4475801075470931,1.4256323240291886,0.676809540870406,0.3708056276037183,0.2708430763829367,2.1019879491794824,0.4400681584717449,0.1594457509080186,0.1658501705788279,0.9024464864340966,2.5016759833436164,0.3864999428083864,0.7931951790228736,0.1384365582631264,0.4588800317376404,0.3397338699109992,0.1681540483821347,0.3816071406419548,0.3960936121176064,0.1841267034513072,0.0266999583039126,1.0937240101838317,0.6526226859492417,1.0857734711116824,0.4739174304766844,1.121905761682111,0.7825365132180699,0.7781449906977942,1.6721263653918883,0.2794548107886227,3.432471316867882,1.6210752081424635,0.9568234248094382,0.5982306041269564,0.8779679126935335,0.5743700910818924,0.4912708227693189,0.1933283562867883,0.1511862000686042,1.0188549374907323,1.0724940719854217,2.0410074336335327,0.21454217548108,0.19756330079103,0.8358962302866562,1.3103888922961155,0.3669021263152685,1.0259940895909536,0.1648149370655962,0.2794420555656878,0.3915961347757056,0.3239572094706176,0.5531810355673785,0.5592159825441888,1.3287368524815653,0.9981400954534848,0.6818470274039802,5.217389187233095,0.3468084776492117,0.6605385399990867,0.8034429083800021,0.4948773149075621,0.1229717063899359,0.3759163002343736,0.1221136327228556,0.2805023673742999,0.375691065301617,0.4153835906065722,0.5669806992329017,2.294024845427741,0.3503127304253437,2.3031089406456253,0.8787051015324664,1.6926781794684331,0.5909900224580702,0.145727124768895,1.8191919884513013,3.244942281402317,0.3448810183216058,0.9998142951510828,1.8787090101824635,0.1141937825875673,0.36565108239924,0.5366000977085025,1.1003474226536156,0.7021563592795304,0.6912119241824859,0.2383843589842589,0.4727341124155069,0.931835858701183,0.2843400147962861,2.027785824097602
TNFRSF18,1.543481444481232,1.7660790759783227,1.960958297696004,0.6600998453824133,1.0368563641755422,0.8527397256166839,1.8025247343030968,1.466674463355335,1.0253648617780375,0.5960989803483452,1.090359416873434,1.0381648611069136,0.6118682197861967,1.4942621398491582,0.4679879655434522,1.671446939914105,2.456519815941419,0.878037223719033,0.3749972343368026,1.8867194631298407,0.5515731663728164,0.9074335028796848,1.8797901325668127,1.2687073318577942,1.4383962713724274,0.2497469275000468,4.307583483520009,0.9391573907656456,0.8392768527211173,3.9130653938575466,2.449083635030159,1.0122337313602374,0.4940251768443629,3.5505928530441966,1.7144278877084704,2.7987028131092795,0.8201285343201323,1.3550619590398805,2.0767726904394084,0.4679409948297657,0.8165894999082934,0.6391727646027475,1.8473103017115609,4.190134322420425,0.8769700565715987,1.5080293311063988,1.5384882763119123,1.7987294973267909,0.4843692399415445,0.4929907317249436,0.2799753859672359,0.454884473371263,3.038507599315098,1.1294148363740817,2.037465739835973,3.1307047027992887,0.8857628562740945,0.9814386265963134,0.5150338380547133,1.021132265357418,0.5842879717490673,0.7229988399299769,3.0548674108160188,1.7218091622005094,1.9407036146229195,1.041617474762395,1.2685238526778009,0.5588291643820776,0.6658003242331888,1.4869271735228595,0.5651201344451138,2.6077863756915125,20.64982910250342,0.7740724423712082,1.3166151885940192,4.17697703711644,1.7637457385065944,5.021353935279008,1.0224557181936464,1.0595955369747845,0.9786409661183152,0.6994416625793218,1.1646625899960017,0.900267668552734,0.7685429293583453,2.054704276143644,0.6379897293478609,0.5846562116383601,0.8700788260572124,0.9415144754932968,3.3921876605329087,0.5273051585184586,0.8475285563320569,0.5102164065477224,0.7598770005425672,1.30098195877202,1.21690453709093
TNFRSF4,2.260783280213996,3.3593255563686872,5.540085325217646,2.770668940578235,1.3068647665838349,1.5020751926250784,1.869143014415804,1.8790168645052945,1.4492432956079642,1.4600734869301943,2.9119306051644136,1.2065876555409938,0.7458366065196003,2.5607412147085657,1.2480132294373456,2.4222894239402435,3.6896408931180233,2.3764656525759755,1.8657256356820904,2.2228427562126947,0.9380327553416524,1.5410375659982738,2.1353190604188743,6.367094749603381,12.193603834068306,3.823283541266973,4.967721502731943,1.7227652816485213,1.6062958147756257,4.8237861335685,4.8249632341082505,1.8936005218560577,1.9794497062520533,2.502936422066784,2.1903688409758773,2.21127789109352,1.6974420913703203,1.4092634214415432,3.5890252676544825,0.9834102208601398,1.9818448131304152,1.0022068685907524,2.002072959878797,3.2200900403403856,1.7452774222880458,9.209817059080304,3.429192927328576,1.731074542901596,5.632843607859223,1.6168721011901654,2.2025202458973547,0.879410590588256,4.4287893825078575,2.805096325739324,4.9084486882038965,5.10401279891117,2.3751089402768426,3.7674722616155822,1.0762291923906238,3.410870988794558,1.9380072663573045,2.006176244806114,2.6715808162614234,3.8338306897526304,2.191228339792018,1.7412745350908796,1.6830115031653967,1.5718220269526522,1.5569030678884015,2.73319379769945,0.963992592582972,3.607553005161319,4.568109232571885,1.4489013993470796,1.7416788917715436,9.315950158168343,2.406904618664264,3.7930041347255616,2.2343029787690862,0.9544752604542108,1.150020249330257,1.3999283944643963,2.763891816194342,1.9662128090875184,0.9105825986262686,1.8221658002091363,1.1542521911237773,1.846145694042264,1.9566662269308084,1.652288028211721,3.5190691590053684,2.0034030704368533,1.606366899331671,1.2015482729250653,1.1386337527356227,1.6536914309783215,2.589830986632221
SDF4,17.788309532182673,20.75249012060776,18.17229482889172,15.02310481329074,15.384403093001737,17.144567539117446,19.058257544676174,19.90169052667925,15.445241185716036,17.06896522432195,19.483492363463323,16.859629791754838,13.734753991514983,20.23301488275789,17.570518225978827,18.61571287588805,20.6718066273668,14.63724784437624,15.348836284962768,14.886372822448768,14.690338126146695,15.130229467825664,14.882824976497847,16.674047636684016,21.87821237237053,17.36560553649187,21.071685321430262,18.526261947350218,20.54687373179232,20.199124139988363,18.45380339423708,21.14448571224912,19.384097372066613,18.668349285029187,19.3724611515675,20.957383326477125,14.894057443100472,18.134636793096867,21.52914953657638,18.917893497327672,14.793216936816584,16.409206059427063,16.945615935707437,20.69563721830079,17.516878607283193,19.866441030866703,18.49791647451898,16.308477735150348,14.306305041327024,18.536493389326907,18.490028728382,18.598576068021817,19.59118032687054,15.489412418718144,19.46763433594106,21.080087196639173,17.245353648678776,15.367975104194294,13.123482912151225,19.85778027417968,20.025556527791213,16.587101984304972,18.595101343579547,16.88641704430119,18.344170353934445,17.109645359177346,16.322568678353907,14.057874338484783,14.42480473911218,20.001623386968923,16.198464689588448,22.649647626856623,29.956296325787097,15.435510884729863,16.611796315860605,20.978213450493147,18.36556190584991,21.033384237285688,17.41630461944352,14.675299298938846,14.04609912155091,20.68622641492824,18.469863027534124,16.064236843545878,18.199505875800764,19.81063077183452,17.35189026559248,15.495686516447018,16.00439695798048,20.28852910102874,19.611949443413923,14.539091681789696,15.827663710744249,15.332450860139913,14.467259608658509,19.78565774488374,18.72059810859605
B3GALT6,5.969832732763412,6.722567969555156,4.675841625702937,4.573936352927251,3.779570241996269,4.493316826635339,5.3004230017050284,6.003340339491287,3.520314114312512,5.089817752759676,6.871441574711334,4.609496844597851,3.3676024893683727,6.337670159926192,4.490544228971407,5.3492537034396905,5.28203250522133,4.912139251081797,4.33594772102386,2.9785301139219333,4.588799117299762,3.830078830823756,3.240592595609765,5.288415885290344,6.3865416010162335,4.340771921253689,4.454526478449641,5.8318158246859415,6.034518824356079,4.2359904159690895,3.381683812513502,5.405718147103052,5.3781202003028215,6.3734474969456825,4.291614588671531,5.564042430460884,4.936128312072992,2.275069177109544,6.4537966563245845,4.847915888099517,3.625692666139449,5.159917626969508,4.457922157559327,4.01504727149744,5.097072656178722,7.869790490569142,5.782161425025874,4.304464222019647,5.412914035995617,5.8954377427826135,4.720540743678983,5.650369985668447,5.415443572896699,3.510255474520958,4.867088335555724,6.215051977662278,4.96777939898471,2.281030966339644,3.38781110615752,6.72672420944106,5.14048576273532,4.422867948408509,4.1816235247538165,4.591868505665488,5.949700700316535,6.197267641886662,5.08334353613995,4.0250993683724685,3.3257049865032946,5.788438529696668,3.770374709088344,5.852099193910433,11.806600353786935,3.5917310886227383,4.3939232553747765,6.226397000508364,6.272535268554679,6.2292273341866045,4.678214817419459,4.07186079406037,3.8739025296840137,5.629427742023009,5.593950836860571,3.9175105660557095,5.793082758591369,4.161357370670912,3.8723131268522586,4.4707146755997815,4.52851433648466,6.154426185233028,5.928446941103269,4.930830589092381,4.629165310384075,4.771987111714128,3.7928661146783456,5.6314881122214056,3.1242465443748304
FAM132A,0.2200221040888152,0.2981288213101939,0.1321322480741456,0.0916526591845452,0.1319670400334908,0.1801192451580106,0.27167959932178,0.1225039027973248,0.4634239523859748,0.2626240040768051,0.2283100551927776,0.2854085337223694,0.1898232475333087,0.190183865811348,0.2501674799086799,0.3272850109599416,0.3539505003933178,0.1341037900217478,0.2684710551010766,0.1728966999657447,0.0382920461097982,0.1077949621282818,0.112905611534802,0.154455427036151,0.3083342747607394,0.0586833531729808,0.2952128577234436,0.343005716611853,0.0681829080521318,0.4098155443543118,0.3134512228836641,0.2705496511634526,0.4401432038217631,0.2286751384178445,0.1454704698476775,0.3349418456761093,0.1809301275392245,0.1669035570076454,0.2168808534356298,0.1572323476496009,0.1520960946888495,0.2366586770732789,0.2889407592031157,0.0984561190586739,0.2092825002618267,0.3958682068661764,0.1495297716614089,0.184515006090279,0.1769047657873854,0.1656492826554054,0.1006141461801071,0.3473755454395937,0.2777915508190392,0.1552473236621229,0.4299264311966871,0.3442728114650191,0.2492068823466696,0.1665515816223157,0.1474908775365713,0.1834810418440115,0.1239431625938661,0.2523990216796481,0.3450018661939519,0.1715049114595532,0.2570870428899499,0.4772628563292578,0.3229055514991812,0.1138009595248528,0.111221869937923,0.3303277961246691,0.3288058965609418,0.2428601663198038,0.1327947702654679,0.0639054654282175,0.0295718212403076,0.3299768504699305,0.4292306356405787,0.2519073880574755,0.2908881712962673,0.1277632358436416,0.1067636664741273,0.167870454770989,0.3020611626732872,0.141024692669839,0.2320313814103326,0.0688196732362453,0.1919292773839636,0.1041778719734648,0.1494993300625058,0.4575414928539946,0.303139709458425,0.1098218405549238,0.0924601148411305,0.1461113037145443,0.1024032550406568,0.224339500568628,0.2655134919277872
RP5-902P8.12,0.2533502276863503,0.3269411977691098,0.287389053042739,0.2374556860066852,0.2026092167908274,0.1276326358500918,0.2919770995535221,0.1813632876000004,0.0368014948687723,0.2217638894502212,0.2938222661519679,0.2008362574695918,0.1849497366852136,0.2554909057401478,0.2263343594589165,0.3957039635078569,0.4687004347634487,0.154417329460215,0.2885288412459832,0.2322675179899247,0.1763695268831268,0.1595871500571461,0.2414436706596966,0.1131783902859128,0.2440897215231237,0.1013587313148209,0.1942460541925017,0.2692929114839814,0.1884263985296912,0.2949330417890062,0.1564037103143519,0.0445044997420898,0.318569080660871,0.3573547023707428,0.2605645643056816,0.2203871891226628,0.2243626485274592,0.2498411268634335,0.2809497961787286,0.2962625143132745,0.1401080327968137,0.2725068463860472,0.5088481753481134,0.0850274121909151,0.1927870631423442,0.2279164194858537,0.147582840836549,0.4721436612836402,0.3518482813997437,0.2427615464565964,0.2172277498160047,0.0999986727404733,0.4515817039969998,0.2780767209455054,0.5421977016944092,0.1321406554917078,0.266458963418715,0.134246133633699,0.0754809968051943,0.404941952747517,0.21407641241341,0.2361380770062876,0.1702549095778327,0.2194264806435877,0.3656836537731616,0.4030083528798274,0.2152630955099261,0.2129385412418657,0.2378430635147845,0.261500671081684,0.0946530453193723,0.2516829425802022,0.2102512834097198,0.1655676580237478,0.2383587491243798,0.269138692384251,0.2897321040628198,0.3867538332692424,0.3878377928761922,0.318752052454579,0.1639144353055917,0.210871464016212,0.2512006288641557,0.3856681381855053,0.235745845871481,0.2218838142492344,0.2720024675634091,0.1885059715316669,0.3634170706397502,0.3763201165322142,0.3649244571033233,0.2107620688441733,0.124209897536897,0.3551811366719413,0.2947872906658185,0.3136762373162478,0.3275705147522805
